query_trait,ontology,term_id,term_label,term_definition
egg mass,OBA,OBA:1001092,egg shell color,The color of a eggshell.
egg mass,OBA,OBA:2040151,shelled egg length,The length of a shelled egg.
egg mass,OBA,OBA:2040152,shelled egg width,The width of a shelled egg.
gonotrophic cycle 1,OBA,OBA:0004567,ovulation cycle duration,The duration of a ovulation cycle.
gonotrophic cycle 1,OBA,OBA:0004569,ovulation cycle amount,The amount of a ovulation cycle.
gonotrophic cycle 1,OBA,OBA:1000268,cell cycle quality,The quality of a cell cycle.
gonotrophic cycle 1,OBA,OBA:2045215,menstrual cycle attribute,The quality of a menstrual cycle.
gonotrophic cycle 1,OBA,OBA:VT0000427,hair cycle trait,The quality of a hair cycle.
survival time,OBA,OBA:2044232,level of survival motor neuron protein in blood serum,The amount of a survival motor neuron protein when measured in blood serum.
survival time,OBA,OBA:2059004,level of survival motor neuron protein (human) in cerebrospinal fluid,The amount of a survival motor neuron protein (human) when measured in cerebrospinal fluid.
survival time,OBA,OBA:2050909,level of survival of motor neuron-related-splicing factor 30 in blood,The amount of a survival of motor neuron-related-splicing factor 30 when measured in blood.
survival time,OBA,OBA:2043556,level of survival of motor neuron-related-splicing factor 30 in blood serum,The amount of a survival of motor neuron-related-splicing factor 30 when measured in blood serum.
survival time,OBA,OBA:2056414,level of survival of motor neuron-related-splicing factor 30 (human) in cerebrospinal fluid,The amount of a survival of motor neuron-related-splicing factor 30 (human) when measured in cerebrospinal fluid.
post-reproductive period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
post-reproductive period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
post-reproductive period,OBA,PR:000050150,period circadian protein homolog,Category=family.
post-reproductive period,OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
post-reproductive period,OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
molting period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
molting period,OBA,GO:0042303,molting cycle,NA
molting period,OBA,GO:0022404,molting cycle process,NA
molting period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
molting period,OBA,PR:000050150,period circadian protein homolog,Category=family.
pre-oviposition period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
pre-oviposition period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
pre-oviposition period,OBA,PR:000050150,period circadian protein homolog,Category=family.
pre-oviposition period,OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
pre-oviposition period,OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
resource consumption rate,OBA,OBA:1000654,saccharin consumption quality,The quality of a saccharin consumption.
resource consumption rate,OBA,OBA:1000679,cocaine consumption quality,The quality of a cocaine consumption.
resource consumption rate,OBA,OBA:1000690,food consumption quality,The quality of a food consumption.
resource consumption rate,OBA,OBA:1000840,alcohol consumption quality,The quality of a alcohol consumption.
resource consumption rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
age specific fecundity,OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
age specific fecundity,OBA,PATO:0000273,fecundity,NA
age specific fecundity,OBA,OBA:2045410,multicellular organism age,The age of a multicellular organism.
age specific fecundity,OBA,PATO:0001695,increased fecundity,NA
age specific fecundity,OBA,PATO:0001696,decreased fecundity,NA
life cycle,OBA,UBERON:0000104,life cycle,NA
life cycle,OBA,OBA:2020001,life cycle stage trait,The quality of a life cycle stage.
life cycle,OBA,OBA:2045261,quality of life cycle,The quality of a life cycle.
life cycle,OBA,UBERON:0000105,life cycle stage,NA
life cycle,OBA,OBA:0003653,multicellular organism life span,The life span of a multicellular organism.
premolt period (nymphal),OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
premolt period (nymphal),OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
premolt period (nymphal),OBA,PR:000050150,period circadian protein homolog,Category=family.
premolt period (nymphal),OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
premolt period (nymphal),OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
Weight,OBA,OBA:VT0004257,placenta mass,The mass of a placenta.
Weight,OBA,OBA:2057477,level of low molecular weight phosphotyrosine protein phosphatase (human) in cerebrospinal fluid,The amount of a low molecular weight phosphotyrosine protein phosphatase (human) when measured in cerebrospinal fluid.
Weight,OBA,HP:0001824,Weight loss,NA
Weight,OBA,HP:0004324,Increased body weight,Abnormally increased body weight.
Weight,OBA,HP:0004325,Decreased body weight,Abnormally low body weight.
incubation period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
incubation period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
incubation period,OBA,PR:000050150,period circadian protein homolog,Category=family.
incubation period,OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
incubation period,OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
age at first reproduction,OBA,OBA:2042685,level of out at first protein in blood serum,The amount of a out at first protein when measured in blood serum.
age at first reproduction,OBA,OBA:2045410,multicellular organism age,The age of a multicellular organism.
age at first reproduction,OBA,OBA:2059570,level of out at first protein homolog (human) in cerebrospinal fluid,The amount of a out at first protein homolog (human) when measured in cerebrospinal fluid.
age at first reproduction,OBA,OBA:2001001,age of onset of asthma,The age at which asthma manifestations first appear.
age at first reproduction,OBA,OBA:2001004,age of onset of cataract,The age at which cataract manifestations first appear.
sporozoite prevalence,OBA,HP:0002315,Headache,"Headache is one of the most common types of recurrent pain as well as one of the most frequent symptoms in neurology. In addition to occasional headaches, there are well-defined headache disorders that vary in incidence, prevalence and duration and can be divided into two broad categories. In secondary headache disorders, headaches are attributed to another condition, such as brain tumor or head injury; for the primary disorders the headache is not due to another condition."
percent survival,OBA,OBA:2044232,level of survival motor neuron protein in blood serum,The amount of a survival motor neuron protein when measured in blood serum.
percent survival,OBA,OBA:2059004,level of survival motor neuron protein (human) in cerebrospinal fluid,The amount of a survival motor neuron protein (human) when measured in cerebrospinal fluid.
percent survival,OBA,OBA:2050909,level of survival of motor neuron-related-splicing factor 30 in blood,The amount of a survival of motor neuron-related-splicing factor 30 when measured in blood.
percent survival,OBA,OBA:2043556,level of survival of motor neuron-related-splicing factor 30 in blood serum,The amount of a survival of motor neuron-related-splicing factor 30 when measured in blood serum.
percent survival,OBA,OBA:2056414,level of survival of motor neuron-related-splicing factor 30 (human) in cerebrospinal fluid,The amount of a survival of motor neuron-related-splicing factor 30 (human) when measured in cerebrospinal fluid.
temperature thresholds for oviposition,OBA,OBA:1000356,temperature homeostasis quality,The quality of a temperature homeostasis.
temperature thresholds for oviposition,OBA,OBA:VT0005535,body temperature trait,The temperature of a multicellular organism.
temperature thresholds for oviposition,OBA,OBA:1000912,circadian temperature homeostasis quality,The quality of a circadian temperature homeostasis.
temperature thresholds for oviposition,OBA,PATO:0000146,temperature,NA
temperature thresholds for oviposition,OBA,GO:0001659,temperature homeostasis,NA
growth rate,OBA,PATO:0001492,growth rate,NA
growth rate,OBA,OBA:0002215,growth rate trait,The rate of a growth.
growth rate,OBA,OBA:2045230,growth rate attribute,The growth rate of a growth.
growth rate,OBA,OBA:0002148,growth hormone secretion rate,The rate of a growth hormone secretion.
growth rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
metabolic rate,OBA,OBA:0002575,galactose metabolic process rate,The rate of a galactose metabolic process.
metabolic rate,OBA,OBA:0003195,fructose metabolic process rate,The rate of a fructose metabolic process.
metabolic rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
metabolic rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
metabolic rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
premolt period (larval),OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
premolt period (larval),OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
premolt period (larval),OBA,PATO:0001185,larval,NA
premolt period (larval),OBA,PR:000050150,period circadian protein homolog,Category=family.
premolt period (larval),OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
hatch rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
hatch rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
hatch rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
hatch rate,OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
hatch rate,OBA,OBA:0003172,anagen rate,The rate of a anagen.
oocyst intensity,OBA,OBA:VT1000190,estrus intensity,The intensity of a estrus.
oocyst intensity,OBA,OBA:0003827,cellular response to stimulus intensity,The intensity of a cellular response to stimulus.
oocyst intensity,OBA,PATO:0000049,intensity,NA
oocyst intensity,OBA,PATO:0001782,increased intensity,NA
oocyst intensity,OBA,PATO:0001783,decreased intensity,NA
age-specific daily fecundity,OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
age-specific daily fecundity,OBA,PATO:0000273,fecundity,NA
age-specific daily fecundity,OBA,PATO:0001695,increased fecundity,NA
age-specific daily fecundity,OBA,PATO:0001696,decreased fecundity,NA
age-specific daily fecundity,OBA,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
development duration,OBA,OBA:0004003,parturition duration,The duration of a parturition.
development duration,OBA,OBA:1001086,QRS duration,See also EFO_0005054
development duration,OBA,OBA:VT1000653,lactation duration,The length of a lactation.
development duration,OBA,OBA:0003416,penile erection duration,The duration of a penile erection.
development duration,OBA,OBA:0004567,ovulation cycle duration,The duration of a ovulation cycle.
developmental time,OBA,OBA:0002199,developmental process onset quality,The onset quality of a developmental process.
developmental time,OBA,OBA:2041354,level of developmental pluripotency-associated protein 4 in blood serum,The amount of a developmental pluripotency-associated protein 4 when measured in blood serum.
developmental time,OBA,OBA:2041986,level of interferon-related developmental regulator 1 in blood serum,The amount of a interferon-related developmental regulator 1 when measured in blood serum.
developmental time,OBA,OBA:2055948,level of interferon-related developmental regulator 1 (human) in cerebrospinal fluid,The amount of a interferon-related developmental regulator 1 (human) when measured in cerebrospinal fluid.
developmental time,OBA,OBA:2059480,level of developmental pluripotency-associated protein 4 (human) in cerebrospinal fluid,The amount of a developmental pluripotency-associated protein 4 (human) when measured in cerebrospinal fluid.
gonotrophic cycle 2,OBA,OBA:0004567,ovulation cycle duration,The duration of a ovulation cycle.
gonotrophic cycle 2,OBA,OBA:0004569,ovulation cycle amount,The amount of a ovulation cycle.
gonotrophic cycle 2,OBA,OBA:1000268,cell cycle quality,The quality of a cell cycle.
gonotrophic cycle 2,OBA,OBA:2045215,menstrual cycle attribute,The quality of a menstrual cycle.
gonotrophic cycle 2,OBA,OBA:VT0000427,hair cycle trait,The quality of a hair cycle.
average daily fecundity,OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
average daily fecundity,OBA,PATO:0000273,fecundity,NA
average daily fecundity,OBA,PATO:0001695,increased fecundity,NA
average daily fecundity,OBA,PATO:0001696,decreased fecundity,NA
average daily fecundity,OBA,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
Development time,OBA,OBA:0002217,embryo development rate,The rate of a embryo development.
Development time,OBA,OBA:0003600,artery development rate,The rate of a artery development.
Development time,OBA,OBA:0004100,blastocyst development morphology,The morphology of a blastocyst development.
Development time,OBA,OBA:0004352,spermatid development occurrence,The occurrence of a spermatid development.
Development time,OBA,OBA:1000796,cloaca development quality,The quality of a cloaca development.
Water loss,OBA,OBA:0003744,regulation of water loss via skin rate,regulation of water loss via skin (GO_0033561) was obsoleted
Water loss,OBA,OBA:VT0003853,skin water amount,The amount of a water when measured in zone of skin.
Water loss,OBA,OBA:VT1000432,muscle water amount,The amount of a water when measured in muscle organ.
Water loss,OBA,OBA:0002165,skin of body water composition,The water composition of a skin of body.
Water loss,OBA,OBA:0003876,zone of skin water composition,The water composition of a zone of skin.
viral load,OBA,OBA:0000181,viral protein levels,NA
viral load,OBA,OBA:2051394,level of ecotropic viral integration site 5 protein in blood,The amount of a ecotropic viral integration site 5 protein when measured in blood.
viral load,OBA,GO:0016032,viral process,See also the biological process terms 'viral infectious cycle ; GO:0019058' and 'lysogeny ; GO:0030069'.
viral load,OBA,MONDO:0001507,viral labyrinthitis,NA
viral load,OBA,MONDO:0002270,viral gastritis,NA
adult longevity,OBA,OBA:1000037,adult organism mass,The mass of a adult organism.
adult longevity,OBA,OBA:2041551,level of fetal and adult testis-expressed transcript protein in blood serum,The amount of a fetal and adult testis-expressed transcript protein when measured in blood serum.
adult longevity,OBA,OBA:2080239,level of fetal and adult testis-expressed transcript protein (human) in cerebrospinal fluid,The amount of a fetal and adult testis-expressed transcript protein (human) when measured in cerebrospinal fluid.
adult longevity,OBA,OBA:VT0005372,life span determination trait,The process quality of a determination of adult lifespan.
adult longevity,OBA,UBERON:0007023,adult organism,NA
bloodmeal weight,OBA,OBA:VT0004257,placenta mass,The mass of a placenta.
bloodmeal weight,OBA,OBA:2057477,level of low molecular weight phosphotyrosine protein phosphatase (human) in cerebrospinal fluid,The amount of a low molecular weight phosphotyrosine protein phosphatase (human) when measured in cerebrospinal fluid.
bloodmeal weight,OBA,HP:0001824,Weight loss,NA
bloodmeal weight,OBA,HP:0004324,Increased body weight,Abnormally increased body weight.
bloodmeal weight,OBA,HP:0004325,Decreased body weight,Abnormally low body weight.
Development Rate,OBA,OBA:0002217,embryo development rate,The rate of a embryo development.
Development Rate,OBA,OBA:0003600,artery development rate,The rate of a artery development.
Development Rate,OBA,OBA:0003599,ovarian follicle development rate,The rate of a ovarian follicle development.
Development Rate,OBA,OBA:0004171,lung alveolus development rate,The rate of a lung alveolus development.
Development Rate,OBA,OBA:0005316,mesenchymal cell proliferation involved in lung development rate,The rate of a mesenchymal cell proliferation involved in lung development.
conversion efficiency index,OBA,OBA:2045455,body mass to height ratio,A compound attribute that is the ratio of body mass to body height.
conversion efficiency index,OBA,OBA:2045456,body mass to body extent ratio,A compound attribute that is the ratio of body mass to body extent.
conversion efficiency index,OBA,GO:0014862,regulation of skeletal muscle contraction by chemo-mechanical energy conversion,NA
conversion efficiency index,OBA,OBA:2045282,facial pigmentation,The degree of pigmentation of a face.
conversion efficiency index,OBA,OBA:0003330,calcaneus size,The size of a calcaneus.
feeding behavior,OBA,GO:0007631,feeding behavior,See also the biological process term 'behavior ; GO:0007610'.
feeding behavior,OBA,NBO:0000079,feeding behavior,"The act of bringing an object or substance into the body by swallowing, surrounding or absorbing it [NBO:SMAC]"
feeding behavior,OBA,OBA:1000748,feeding behavior quality,The quality of a feeding behavior.
feeding behavior,OBA,NBO:0000270,feeding behavior phenotype,NA
feeding behavior,OBA,GO:0060259,regulation of feeding behavior,NA
metabolic rate (standard),OBA,OBA:0002575,galactose metabolic process rate,The rate of a galactose metabolic process.
metabolic rate (standard),OBA,OBA:0003195,fructose metabolic process rate,The rate of a fructose metabolic process.
metabolic rate (standard),OBA,OBA:0002011,micturition rate,The rate of a micturition.
metabolic rate (standard),OBA,OBA:0002200,reflex rate,The rate of a reflex.
metabolic rate (standard),OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
Body Mass,OBA,OBA:VT0001259,body mass,The mass of a multicellular organism.
Body Mass,OBA,OBA:VT0010482,body fat mass,The mass of a adipose tissue.
Body Mass,OBA,OBA:2045456,body mass to body extent ratio,A compound attribute that is the ratio of body mass to body extent.
Body Mass,OBA,OBA:2045455,body mass to height ratio,A compound attribute that is the ratio of body mass to body height.
Body Mass,OBA,OBA:2030004,total skin mass,The mass of a skin of body.
fat consumption rate,OBA,OBA:1000654,saccharin consumption quality,The quality of a saccharin consumption.
fat consumption rate,OBA,OBA:1000679,cocaine consumption quality,The quality of a cocaine consumption.
fat consumption rate,OBA,OBA:1000690,food consumption quality,The quality of a food consumption.
fat consumption rate,OBA,OBA:1000840,alcohol consumption quality,The quality of a alcohol consumption.
fat consumption rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
molt success rate (larval),OBA,OBA:0002011,micturition rate,The rate of a micturition.
molt success rate (larval),OBA,OBA:0002200,reflex rate,The rate of a reflex.
molt success rate (larval),OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
molt success rate (larval),OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
molt success rate (larval),OBA,OBA:0003172,anagen rate,The rate of a anagen.
Mortality Rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
Mortality Rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
Mortality Rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
Mortality Rate,OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
Mortality Rate,OBA,OBA:0003172,anagen rate,The rate of a anagen.
Pre-reproductive average,OBA,OBA:2050113,LDL particle size,The size of a low-density lipoprotein particle.
Pre-reproductive average,OBA,OBA:2050114,VLDL particle size,The size of a very-low-density lipoprotein particle.
Pre-reproductive average,OBA,OBA:2050115,HDL particle size,The size of a high-density lipoprotein particle.
Pre-reproductive average,OBA,OBA:2040030,trait in response to ethanol,A trait that affects the response to a stimulus with ethanol.
Pre-reproductive average,OBA,OBA:VT0001253,body height,The height of a multicellular organism.
lipid content,OBA,HP:0009058,Increased muscle lipid content,Increased neutral lipid content may be observed on muscle biopsies specimen with the specific staining of Sudan black or oil red O techniques by optic microscopy.
lipid content,OBA,OBA:2045435,stomach content pH,The acidity of a stomach lumen.
lipid content,OBA,OBA:VT0010714,milk zinc content,The amount of a zinc atom when measured in milk.
lipid content,OBA,OBA:VT0001547,lipid amount,The amount of a lipid when measured in anatomical entity.
lipid content,OBA,OBA:2045301,erythrocyte hemoglobin content trait,The amount of a hemoglobin when measured in erythrocyte.
metabolic rate (resting),OBA,OBA:0002575,galactose metabolic process rate,The rate of a galactose metabolic process.
metabolic rate (resting),OBA,OBA:0003195,fructose metabolic process rate,The rate of a fructose metabolic process.
metabolic rate (resting),OBA,OBA:0000134,resting membrane potential,NA
metabolic rate (resting),OBA,OBA:1000821,resting posture quality,The quality of a resting posture.
metabolic rate (resting),OBA,OBA:1001087,heart rate,The rate of a heart contraction.
feeding time,OBA,OBA:1000748,feeding behavior quality,The quality of a feeding behavior.
feeding time,OBA,GO:0007631,feeding behavior,See also the biological process term 'behavior ; GO:0007610'.
feeding time,OBA,HP:0011968,Feeding difficulties,"Difficulties with eating and drinking, resulting in decreased oral nutrition"
feeding time,OBA,NBO:0000079,feeding behavior,"The act of bringing an object or substance into the body by swallowing, surrounding or absorbing it [NBO:SMAC]"
